SNo,HOTEL NAME,CITIES,LOCATION,NUMBER OF REVIEWS,USER RATINGS,STAR RATING,REVIEW SCORE
252,Silkhaus Marina view 1BDR newly furnished with pool & gym access,Dubai,"Dubai Marina, Dubai",6 external reviews,Superb 9.0,4,
253,Dreamy 2BR at Marina Pinnacle Dubai Marina by Deluxe Holiday Homes,Dubai,"Dubai Marina, Dubai",1 review,10,5,
254,Superb 1 bedroom apartment with all the amenities,Dubai,"Dubai Production City , Dubai",1 review,3.0,5,
255,Stylish 1-bedroom Downtown Dubai,Dubai,"Downtown Dubai, Dubai",,,2,
256,Amazing studio apartment,Dubai,Dubai,,,5,
257,Silkhaus aesthetic studio in Art Gardens with gym & pool access,Dubai,Dubai,1 review,9.0,1,
258,Dar Vacation - Best Magnificent Front Palm View 2BR Apartment,Dubai,"Palm Jumeirah, Dubai",9 external reviews,Exceptional 9.8,2,
259,Welcoming 2BR at MAG 535 Dubai South by Deluxe Holiday Homes,Dubai,"Dubai World Central, Dubai",4 external reviews,Good 7.5,4,
260,GuestReady - Urban Delights near the Water Canal,Dubai,"Business Bay, Dubai",5 reviews,6.6,1,
261,Alashrafia Saray - Wonderful 1BR in Sports City,Dubai,Dubai,,,2,
262,Stunning studio with Balcony with Marina view,Dubai,"Dubai Marina, Dubai",12 external reviews,Fabulous 8.7,4,
263,Brand New & Luxuriously Furnished 1 Bedroom Home,Dubai,Dubai,,,5,
264,"OFFER! 50% OFF! Book me, I've got Marina views",Dubai,"Dubai Marina, Dubai",12 external reviews,Superb 9.0,1,
265,Captivating Studio At Blue Wave Tower Dubailand by Deluxe Holiday Homes,Dubai,Dubai,,,2,
266,"Rare Holiday Homes offers Stunning studio in Damac Hills, Golf Course Community - Carson Tower A R3110",Dubai,Dubai,1 review,8.0,5,
267,Serene 1BR at Hameni Tower JVC by Deluxe Holiday Homes,Dubai,Dubai,,,1,
268,Snug Studio at Sky Gardens DIFC by Deluxe Holiday Homes,Dubai,"Bur Dubai, Dubai",1 review,3.0,2,
269,Sunny Studio at Azizi Samia Jebel Ali by Deluxe Holiday Homes,Dubai,Dubai,2 reviews,6.0,3,
270,Best Closed Partition Room in Al Barsha-1 Near MOE Metro,Dubai,"Al Barsha, Dubai",2 reviews,10,4,
271,1 and Half bedroom Apartment,Dubai,"Dubai World Central, Dubai",,,1,
272,Primestay - Le Pont 3 2BR in Port de La Mer,Dubai,"Beach & Coast, Dubai",,,1,
273,Fresh 2BR at Mudon Views 4 Dubailand by Deluxe Holiday Homes,Dubai,Dubai,,,4,
274,Vacay Lettings - 1BHK convertible to 2BHK in Business Bay II,Dubai,"Business Bay, Dubai",3 reviews,6.7,4,
275,Luxury apartment Stunning views,Dubai,"Downtown Dubai, Dubai",,,5,
276,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",Dubai,"Dubai World Central, Dubai",,,4,
277,Luxury 1 Bedroom Apartment at DAMAC Celestia by Deluxe Holiday Homes,Dubai,"Dubai World Central, Dubai",,,5,
278,360 Vacation - Studio at DAMAC Maison Cour Jardin,Dubai,"Business Bay, Dubai",10 external reviews,Superb 9.0,1,
279,LUXFolio Retreats Bloom Mint Green,Dubai,Dubai,3 external reviews,Exceptional 10,2,
280,Rare Holiday Homes - Studio in Crescent Tower Pool Facing near City Centre Mall in IMPZ - CTA 1004,Dubai,"Dubai Production City , Dubai",1 review,7.0,5,
281,Studio w amazing skyscraper view in Elite Residence 1 Downtown,Dubai,"Downtown Dubai, Dubai",,,1,
282,"Restful 3BR Townhouse at DAMAC Hills 2, Dubailand by Deluxe Holiday Homes",Dubai,Dubai,1 review,1.0,2,
283,Dream House Hostel G06 P 01,Dubai,"Deira, Dubai",,,3,
284,Brand New Studio in Dubai Sports City,Dubai,Dubai,1 review,10,4,
285,GuestReady - Modern and tastefully furnished apartment in Business Bay!,Dubai,"Business Bay, Dubai",63 external reviews,Exceptional 10,1,
286,Captivating 3BR Townhouse at DAMAC Hills 2 Dubailand By Deluxe Holiday Homes,Dubai,Dubai,,,1,
287,Luxurious Partition Room in Tecom Near Internet City Metro Station,Dubai,"Barsha Heights (Tecom) , Dubai",,,4,
288,Stunning 1 BR flat in Marina,Dubai,"Dubai Marina, Dubai",,,4,
289,NETIZEN HOMES Marina Crown one bedroom apartment,Dubai,"Dubai Marina, Dubai",,,5,
290,Luxe Waterfront Oasis the Palm,Dubai,"Palm Jumeirah, Dubai",1 review,8.0,5,
291,"Primestay - Sobha Waves 2BR, Al Meydan",Dubai,Dubai,1 review,9.0,2,
292,JRR Stays - Bloom Tower B607 - Jumeirah Village Circle - Dubai JVC,Dubai,Dubai,,,5,
293,Urban 1BR at DAMAC Celestia B Dubai South by Deluxe Holiday Homes,Dubai,"Dubai World Central, Dubai",5 external reviews,Very good 8.0,1,
294,GuestReady - Modern Apt for 4pax in Town Square,Dubai,Dubai,11 external reviews,Superb 9.0,2,
295,High Floor 2 Bedroom With Magnificent Sea View & The Park,Dubai,Dubai,,,4,
296,Urban Studio at DAMAC Celestia B Dubai South by Deluxe Holiday Homes,Dubai,"Dubai World Central, Dubai",,,1,
297,Cosily Furnished 1 Bedroom Apartment Torch Tower,Dubai,"Dubai Marina, Dubai",6 external reviews,Superb 9.3,2,
298,"SHH - Furnished Studio Apartment, Lincoln Park B, Arjan",Dubai,Dubai,2 reviews,5.5,4,
299,Marina stunning 1-Bedroom apt,Dubai,"Dubai Marina, Dubai",,,5,
300,Beautiful Chic 1 Bedroom in Business Bay - Amna Tower,Dubai,"Business Bay, Dubai",1 review,8.0,1,
301,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",Dubai,"Dubai World Central, Dubai",,,2,
302,Mirdif Hills Furnished Studio by EasyGo,Dubai,Dubai,,,5,
303,Executive Studio in Dubai Science Park,Dubai,Dubai,1 review,8.0,1,
304,KeyOne - Studio in Virdis Tower,Dubai,Dubai,,,2,
305,Rare Holiday Homes offers 3 bedroom Town House in Serena Community,Dubai,Dubai,1 review,10,3,
306,Family Staycation along Marina,Dubai,"Dubai Marina, Dubai",1 review,6.0,4,
307,"Key View - Lake City Tower, JLT, Cluster D",Dubai,"Jumeirah Lakes Towers, Dubai",,,1,
308,Letstay - Charming Retreat with Balcony and Desert Views,Dubai,Dubai,1 review,7.0,1,
309,French Riviera Styled Waterfront Flat in Jumeirah,Dubai,"Beach & Coast, Dubai",2 reviews,6.0,4,
310,Trendy Studio at MAG 555 Dubai South by Deluxe Holiday Homes,Dubai,"Dubai World Central, Dubai",7 external reviews,Exceptional 9.7,4,
311,Frank Porter - 15 Northside Tower 2A,Dubai,"Business Bay, Dubai",4 external reviews,Exceptional 9.5,5,
312,"SHH - Furnished Studio Apartment in Azizi Farishta, Al Furjan",Dubai,Dubai,,,4,
313,JRR Stays - Bloom Tower B611 Pool View - Jumeirah Village Circle - Dubai JVC,Dubai,Dubai,,,5,
314,"Madinat Jumeirah Living, MJL Dubai",Dubai,"Umm Suqeim, Dubai",1 review,4.0,1,
315,AYA Boutique - Beach View in this 1BR Apartment in Dubai Marina,Dubai,"Jumeirah Beach Residence, Dubai",,,2,
316,LUXFolio Retreats - Prime Waterfront Living,Dubai,"Dubai Marina, Dubai",,,5,
317,Frank Porter - Suburbia,Dubai,"Jebel Ali, Dubai",3 external reviews,Exceptional 10,1,
318,"Spacious,amazing villa with a beautiful blooming garden!",Dubai,Dubai,,,2,
319,Delightful gem in the heart of Dubai Marina by Suiteable Holiday Homes,Dubai,"Dubai Marina, Dubai",,,3,
320,HiGuests - Palm Beach Paradise Villa with Private Pool,Dubai,"Palm Jumeirah, Dubai",1 review,10,4,
321,"Rare Find Suite, Burj Khalifa View, Hotel Facilities",Dubai,"Business Bay, Dubai",,,1,
322,FAM Living - Wake up to Marina Views - 1Bed in Cayan Tower,Dubai,"Dubai Marina, Dubai",,,1,
323,STUDIO IN JVC,Dubai,Dubai,,,4,
324,Dream Inn Apartments - Park Towers DIFC,Dubai,"Trade Centre, Dubai",,,4,
325,On the Beach Newly Furnished Luxurious Apartment,Dubai,"Jumeirah Beach Residence, Dubai",,,5,
326,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",Dubai,"Dubai World Central, Dubai",,,5,
327,Primestay - 2020 Marquis in Al Barsha South,Dubai,Dubai,4 external reviews,Good 7.0,2,
328,Cheerful Studio at Belgravia Tower JVC by Deluxe Holiday homes,Dubai,Dubai,1 review,8.0,5,
329,Silkhaus newly furnished 1BDR in Downtown heart,Dubai,"Downtown Dubai, Dubai",1 review,10,1,
330,GuestReady - Overlooking Dubai Miracle Garden,Dubai,Dubai,9 external reviews,Exceptional 10,2,
331,Downtown-High Floor mesmerizing Fountain view 2BR chic APT,Dubai,"Downtown Dubai, Dubai",9 external reviews,Superb 9.3,4,
332,HomesGetaway Cozy Studio in Marquise Sqare Business Bay,Dubai,"Business Bay, Dubai",,,1,
333,Charming & Cozy 1-BHK Apartment,Dubai,Dubai,,,2,
334,Luxury Furnished Apartment In Goldcrest Views Jlt,Dubai,"Jumeirah Lakes Towers, Dubai",,,4,
335,Classic 1BR at MAG 510 Dubai South by Deluxe Holiday Homes,Dubai,"Dubai World Central, Dubai",,,5,
336,Studio Apartment in Businessbay - Dubai Canal View,Dubai,"Business Bay, Dubai",,,1,
337,"Keysplease Beachside Studio Minutes to The Walk, Murjan 2 61B JBR",Dubai,"Jumeirah Beach Residence, Dubai",,,2,
338,Luxurious Independent Villa in Al Quoz 1,Dubai,Dubai,,,5,
339,"RH- Spacious, Stylish, 01BR near Mall of Emirates",Dubai,"Al Barsha, Dubai",1 review,1.0,1,
340,Luxury residence in 5 star hotel,Dubai,"Business Bay, Dubai",,,2,
341,GuestReady - Natural Shades in Sports City,Dubai,Dubai,,,3,
342,"Royal Oceanic 1, Dubai Marina - Vacationer",Dubai,"Jumeirah Beach Residence, Dubai",9 external reviews,Exceptional 10,4,
343,Sophisticated 2BR in Unbeatable Downtown Location,Dubai,"Downtown Dubai, Dubai",3 reviews,9.3,1,
344,GuestReady - Sobha Urban Retreat,Dubai,Dubai,,,1,
345,Timeless 1BR at The Address Residences in JBR by Deluxe Holiday Homes,Dubai,"Jumeirah Beach Residence, Dubai",,,4,
346,Elite LUX Holiday Homes - Modern 1BR Resort Amenities in Production City Dubai,Dubai,"Dubai Production City , Dubai",,,4,
347,Exquisite 1BR at The Address Residences Dubai Marina by Deluxe Holiday Homes,Dubai,"Dubai Marina, Dubai",1 review,1.0,5,
348,Frank Porter - Bay Central,Dubai,"Dubai Marina, Dubai",1 review,6.0,4,
349,RARE Holiday Homes Welcomes you in Studio Apartment Next to Mall - Lago Vista A-R1503 IMPZ,Dubai,"Dubai Production City , Dubai",2 reviews,5.0,5,
350,Silkhaus just furnished 1BDR in JBR near the beach,Dubai,"Beach & Coast, Dubai",1 review,10,1,
351,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",Dubai,"Dubai World Central, Dubai",,,2,
352,Zingo - 7001R5 - Private Room at Dubai Marina with premium amenities,Dubai,"Dubai Marina, Dubai",2 reviews,10,5,
353,Apartment in Dubai Marina,Dubai,"Dubai Marina, Dubai",,,1,
354,Silkhaus spacious studio in JVC with modern furniture,Dubai,Dubai,1 review,1.0,2,
355,Spacious Studio with Lake Views - JLT,Dubai,"Jumeirah Lakes Towers, Dubai",,,3,
356,"1 Minute To Private Beach, Modern 1-BDR at Emaar Beachfront by Smart Holiday Homes",Dubai,"Palm Jumeirah, Dubai",1 review,10,4,
357,Modern 1bdr - 10min from Burj Khalifa - Sobha Waves,Dubai,Dubai,2 reviews,10,1,
358,Stylish Cozy Studio in Jvt,Dubai,Dubai,13 external reviews,Exceptional 9.7,1,
359,"151 Residences Studios, Jumeirah Garden City, Sheikh Zayed Rd 713",Dubai,"Beach & Coast, Dubai",2 reviews,7.0,4,
360,Vacay Lettings - Silicon Oasis Budget Friendly Studio,Dubai,"Dubai Silicon Oasis, Dubai",5 external reviews,Exceptional 10,4,
361,50% DISCOUNT GIVEN. Perfect apartment & Burj views,Dubai,"Downtown Dubai, Dubai",65 external reviews,Fabulous 8.9,5,
362,Lake View All Bills Included Fully furnished,Dubai,"Dubai Production City , Dubai",,,5,
363,Luxurious 2BD Flat next to Burj Khalifa,Dubai,"Downtown Dubai, Dubai",,,2,
364,Charming Studio at Sky Gardens DIFC by Deluxe Holiday Homes,Dubai,"Bur Dubai, Dubai",,,5,
365,GuestReady - Velvet Clouds in Business Bay,Dubai,"Business Bay, Dubai",2 reviews,8.5,1,
366,Great 1BR Apartment in Sport City,Dubai,Dubai,1 review,9.0,2,
367,Trophy - Urban Serenity Suite,Dubai,Dubai,1 review,1.0,4,
368,"Stunning, Upgraded 2-BR Apartment in Lamtara 2 MJL Burj Al Arab View",Dubai,"Umm Suqeim, Dubai",4 reviews,5.7,1,
369,Seaside serenity Stylish Marine-Themed Apartment,Dubai,"Dubai Marina, Dubai",1 review,10,2,
370,Elegant 2-BR Ritzy Retreat Steps from Burj Khalifa,Dubai,"Downtown Dubai, Dubai",,,4,
371,Opulent 3BR Townhouse at DAMAC Hills 2 Dubailand by Deluxe Holiday Homes,Dubai,Dubai,,,5,
372,Full Palm and Ocean Views High Floor Avani 1 Bed!,Dubai,"Dubai Media City, Dubai",1 review,8.0,1,
373,Charming Studio at Azizi Aura Residences Downtown Jebel Ali by Deluxe Holiday Homes,Dubai,"Jebel Ali, Dubai",,,2,
374,Cozy Studio in Azizi - Creek Views (Farhad),Dubai,"Bur Dubai, Dubai",2 reviews,6.0,5,
375,One bed apartment,Dubai,Dubai,,,1,
376,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",Dubai,"Dubai World Central, Dubai",,,2,
377,Exceptional Furnished Studio,Dubai,"Dubai World Central, Dubai",2 reviews,10,3,
378,Key View - Qamar 4,Dubai,Dubai,2 reviews,8.5,4,
379,Damac Reva,Dubai,"Business Bay, Dubai",,,1,
380,Immaculate Studio at DAMAC Celestia by Deluxe Holiday Homes,Dubai,"Dubai World Central, Dubai",,,1,
381,Burj Royale -1BHK - Downtown - Ezytrac Vacation Homes,Dubai,"Downtown Dubai, Dubai",,,4,
382,NEW! Luxurious Loft with stunning views Dubai,Dubai,"Jumeirah Lakes Towers, Dubai",,,4,
383,"Upscale Apartment For Rent In Arch Tower, Jlt",Dubai,"Jumeirah Lakes Towers, Dubai",,,5,
384,Boulevard Central - 1BR Apartment - Allsopp&Allsopp,Dubai,"Downtown Dubai, Dubai",3 external reviews,Superb 9.0,4,
385,Lush Studio in Business Bay Dubai by GP Holiday Homes,Dubai,"Business Bay, Dubai",,,5,
386,Exclusive Two Bedroom in Madison Residency,Dubai,"Barsha Heights (Tecom) , Dubai",1 review,5.0,1,
387,Tranquil 1BR at Marina Crown Dubai Marina by Deluxe Holiday Homes,Dubai,"Dubai Marina, Dubai",3 reviews,8.3,2,
388,Fabulous 2BR in Park Heights 2 - Dubai Hills,Dubai,Dubai,,,5,
389,Silkhaus modern 1BDR in Downtown premium tower,Dubai,"Downtown Dubai, Dubai",5 external reviews,Exceptional 10,1,
390,Stunning n Fully equipped Studio in JVC,Dubai,Dubai,,,2,
391,Modern 1-bedroom apartment for rent quite location,Dubai,Dubai,,,3,
392,"Bahar 2, JBR - Vacationer",Dubai,"Jumeirah Beach Residence, Dubai",8 external reviews,Exceptional 10,4,
393,Modern Studio with stunning view,Dubai,"Discovery Gardens, Dubai",,,1,
394,Cozy Furnished Studio with Balcony near Metro - LAZ,Dubai,"Jumeirah Lakes Towers, Dubai",5 reviews,7.6,1,
395,Millennium Atria Studio,Dubai,"Business Bay, Dubai",,,4,
396,Posh 1BR at Al Sahab 2 Dubai Marina by Deluxe Holiday Homes,Dubai,"Dubai Marina, Dubai",1 review,10,4,
397,Luxury apartment in Marina Gate Jumeirah Living,Dubai,"Dubai Marina, Dubai",,,5,
398,Amazing OFFER 2BR Apt with balcony I Bonnington Hotel I JLT,Dubai,"Jumeirah Lakes Towers, Dubai",1 review,10,5,
399,Keysplease UNA Large Studio with Balcony Dubai,Dubai,Dubai,1 review,10,2,
400,"Apartment perfectly located, direct Marina Walk",Dubai,"Dubai Marina, Dubai",6 external reviews,Exceptional 10,5,
401,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",Dubai,"Dubai World Central, Dubai",,,1,
402,Dar Vacation - Cozy & Stylish 1BDR Apartment,Dubai,Dubai,1 review,10,2,
403,Budget Studio with Garden Views near Metro - KEN,Dubai,"Discovery Gardens, Dubai",3 reviews,7.7,4,
404,Studio in Marquise Square,Dubai,"Business Bay, Dubai",,,1,
405,KeyOne - Studio in DAMAC Maison Privé 2,Dubai,"Business Bay, Dubai",1 review,10,2,
406,Tribal Paradise with Mesmerizing Burj Khalifa View,Dubai,"Trade Centre, Dubai",,,4,
407,LUXUARY STUDIO APARTMENT,Dubai,"Dubai Marina, Dubai",,,5,
408,Brand new&spacious apartment near Miracle Garden,Dubai,Dubai,6 external reviews,Fabulous 8.7,1,
409,Promotional Price for Short stay Furnished 1 BHK,Dubai,"Dubai Production City , Dubai",,,2,
410,Lush Studio at DAMAC Privé Business Bay By Deluxe Holiday Homes,Dubai,"Business Bay, Dubai",5 external reviews,Exceptional 9.6,5,
411,Modern 1BR/ Stella Maris/ Dubai Marina /by Rich Stay,Dubai,"Dubai Marina, Dubai",,,1,
412,MJ Studio,Dubai,"Deira, Dubai",,,2,
413,Brand New Apartment with Gym and Pool,Dubai,"Dubai World Central, Dubai",5 external reviews,Exceptional 10,3,
414,Cosmopolitan 1BR at Vezul Residences Business Bay by Deluxe Holiday Homes,Dubai,"Business Bay, Dubai",1 review,9.0,4,
415,"Prime Location Business Baystylish,cozy 1-bd Apt",Dubai,"Business Bay, Dubai",,,1,
416,"Cozy, Compact, Equipped Studio, 8 Mins From Metro",Dubai,"Jumeirah Lakes Towers, Dubai",1 review,6.0,1,
417,STAY BY LATINEM Luxury Studio Holiday Home G61115 near Burj Khalifa,Dubai,Dubai,,,4,
418,"50% DISCOUNT GIVEN. Book me, I'm by the marina",Dubai,"Dubai Marina, Dubai",1 review,1.0,4,
419,"Place close to park, with space for work & ply 1br",Dubai,Dubai,,,5,
420,360 Vacation - 1BR Panoramic View Business Bay,Dubai,"Business Bay, Dubai",,,4,
421,Al-Satwa Central Bliss: Ideal for Families 2,Dubai,"Beach & Coast, Dubai",,,5,
422,Dome Holidays,Dubai,"Al Barsha, Dubai",,,1,
423,Brand New and Stylish Furnished,Dubai,"Dubai Marina, Dubai",,,2,
424,Pleasant 1BR at Elite Residence Dubai Marina by Deluxe Holiday Homes,Dubai,"Dubai Marina, Dubai",1 review,10,5,
425,Spacious 1 Br with 2 Balcony,Dubai,"Dubai Silicon Oasis, Dubai",,,1,
426,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",Dubai,"Dubai World Central, Dubai",,,2,
427,ALiving Supreme 1 bedroom at Bellevue Towers-1 Downtown Dubai,Dubai,"Downtown Dubai, Dubai",4 external reviews,Exceptional 10,3,
428,The Smart Concierge - Index tower,Dubai,"Trade Centre, Dubai",11 external reviews,Exceptional 10,4,
429,Stylish Studio Apartment in JVC with Contemporary,Dubai,Dubai,1 review,10,1,
430,Stunning 2 bedroom apartment at Emaar Beach,Dubai,"Palm Jumeirah, Dubai",1 review,1.0,1,
431,GuestReady - Lux Aeterna in JBR,Dubai,"Jumeirah Beach Residence, Dubai",8 external reviews,Exceptional 9.8,4,
432,"Keyview - Sunrise Bay 2, Emaar Beachfront",Dubai,"Palm Jumeirah, Dubai",,,4,
433,ALH Vacay - Luxurious 2 Bedroom in Marina Gate 2,Dubai,"Dubai Marina, Dubai",,,5,
434,The Smart Concierge - Mag 218,Dubai,"Dubai Marina, Dubai",,,5,
435,GuestReady - Chic interiors at Travo,Dubai,"The Greens, Dubai",,,2,
436,Key View - Aura by Azizi Residence,Dubai,"Jebel Ali, Dubai",,,5,
437,Cozy Haven Studio,Dubai,Dubai,,,1,
438,FULLY FURNISHED 2BR APARTMENT WITH MAIDS ROOM B411,Dubai,Dubai,1 review,1.0,2,
439,Studio Apartment Damac Hills,Dubai,Dubai,,,4,
440,"Elite Downtown Residence, Downtown - Vacationer",Dubai,"Downtown Dubai, Dubai",3 external reviews,Exceptional 10,1,
441,Luxury & modern 2BR apartment near Burj Khalifa,Dubai,"Downtown Dubai, Dubai",,,2,
442,Furnished 2BR - 5 mins to Tram - Near to Beach,Dubai,"Jumeirah Beach Residence, Dubai",,,4,
443,Building 117,Dubai,"Discovery Gardens, Dubai",1 review,10,5,
444,Primestay - District One Residences MBR,Dubai,Dubai,,,1,
445,"New Age Vacation Homes - Studio in Goldcrest Executive, JLT",Dubai,"Jumeirah Lakes Towers, Dubai",,,2,
446,Cozy & Quiet Studio,Dubai,"Dubai Production City , Dubai",,,5,
447,Two Bedroom Apartment in Town Square Zahra Apartment,Dubai,Dubai,,,1,
448,Beautiful Studio - Fully Furnished & Equipped,Dubai,"Dubai World Central, Dubai",,,2,
449,Primestay - Carson A in Damac Hills,Dubai,Dubai,1 review,3.0,3,
450,"Key View - Park Towers, DIFC",Dubai,"Trade Centre, Dubai",1 review,10,4,
451,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",Dubai,"Dubai World Central, Dubai",,,1,
452,Mira Holiday Homes - Serviced 3 bedroom townhouse,Dubai,Dubai,,,1,
453,Brownstone Holiday Homes Paramount Towers,Dubai,"Business Bay, Dubai",,,4,
454,Cheerful 1BR at Collective Tower 2 Mohammed Bin Rashid City by Deluxe Holiday Homes,Dubai,Dubai,3 external reviews,Superb 9.3,4,
455,Mira Holiday Homes - Serviced 1 bedroom in La Mer,Dubai,"Beach & Coast, Dubai",,,5,
456,Fully Upgraded 1BD Large Terrace and Extra Sofa Bed,Dubai,"The Greens, Dubai",,,4,
457,"Spacious Apartment with Full Marina View, 5 min from JBR Beach and Dubai Marina Mall",Dubai,"Dubai Marina, Dubai",,,5,
458,Luxury Studio - IMPZ - Dubai Production City,Dubai,"Dubai Production City , Dubai",3 reviews,10,1,
459,Letstay - Cosmopolitan Business Bay Studio with Balcony,Dubai,"Business Bay, Dubai",2 reviews,1.0,2,
460,Key View - Goldcrest Views 2,Dubai,"Jumeirah Lakes Towers, Dubai",1 review,5.0,5,
461,"Keysplease Luxury 3 BR Burj Views, Direct Mall Access in Blvd Point Tower",Dubai,"Downtown Dubai, Dubai",1 review,10,1,
462,Splendid 2BR in Victoria Residency Al Furjan by Deluxe Holiday Homes,Dubai,"Discovery Gardens, Dubai",1 review,5.0,2,
463,GuestReady - Posh Apartment with a Stunning Pool,Dubai,Dubai,1 review,1.0,3,
464,"Furnished Studio, Close to all Amenties! - Resortz 11",Dubai,Dubai,3 reviews,4.7,4,
465,Golf Course View Studio on High Floor,Dubai,"Jumeirah Lakes Towers, Dubai",1 review,8.0,1,
466,GuestReady - The Green Scape,Dubai,"The Greens, Dubai",1 review,9.0,1,
467,KeyOne - 1BR in Grandeur Residences,Dubai,"Palm Jumeirah, Dubai",,,4,
468,Rare Holiday Homes Ofering - Studio in Carson Tower B Golf Course View - Damac Hills R910,Dubai,Dubai,2 reviews,8.0,4,
469,Classy Studio with big facilities in JVC,Dubai,Dubai,,,5,
470,Sophisticated Business Bay Canal View by Suiteable,Dubai,"Business Bay, Dubai",12 external reviews,Superb 9.0,5,
471,Hometown Apartments - High Floor with Sea View 1 Bed Apt in Palm,Dubai,"Palm Jumeirah, Dubai",,,2,
