S NO,HOTEL NAME,FREE WIFI,FAMILY ROOMS,NON SMOKING ROOMS,RESTAURANT,BAR,HEATING,LIFT,BREAKFAST CUISINE 1,BREAKFAST CUISINE 2,BREAKFAST CUISINE 3
231,Restful 1BR at Mediterranean Discovery Gardens by Deluxe Holiday Homes,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
232,"Bright Furnished Studio Apartment, JLT",YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
233,Spacious 2BR in Marina Near Beach,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
234,FAM Living - REVA Residences - Weekly and Monthly Offers,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
235,Cozy 1BR at Torch Tower Dubai Marina by Deluxe Holiday Homes,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
236,1BR Apartment in Zada Tower - Close to Metro,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
237,Cozy apartment with a pool view,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
238,AWS Homes - Studio w high speed WI-FI & Pool at Azizi Star,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
239,Coastal Bay 1 Bedroom,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
240,Urban Studio at The Square Tower Jumeirah Village Circle by Deluxe Holiday Homes,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
241,Pristine Studio at Bayz by Danube Business Bay by Deluxe Holiday Homes,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
242,Brand new stylish Studio in Belgravia Heights 1 JVC,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
243,Ivory Dew 1 Bedroom Apartment,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
244,Brand New Villa,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
245,Prime Studio at Mesk 1 Midtown Dubai Production City by Deluxe Holiday Homes,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
246,GuestReady - Family Apt in Riviera,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
247,5 Star hotel resort style living!,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
248,JRR Stays - Bloom Tower C1708 - Jumeirah Village Circle - Dubai JVC,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
249,Brand New Marina Opal Huge 1BR,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
250,Lovely studio in Business Bay,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
251,GuestReady - An endless place in Dubai Marina,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
252,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
253,Silkhaus Marina view 1BDR newly furnished with pool & gym access,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
254,Dreamy 2BR at Marina Pinnacle Dubai Marina by Deluxe Holiday Homes,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
255,Superb 1 bedroom apartment with all the amenities,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
256,Stylish 1-bedroom Downtown Dubai,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
257,Amazing studio apartment,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
258,Silkhaus aesthetic studio in Art Gardens with gym & pool access,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
259,Dar Vacation - Best Magnificent Front Palm View 2BR Apartment,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
260,Welcoming 2BR at MAG 535 Dubai South by Deluxe Holiday Homes,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
261,GuestReady - Urban Delights near the Water Canal,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
262,Alashrafia Saray - Wonderful 1BR in Sports City,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
263,Stunning studio with Balcony with Marina view,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
264,Brand New & Luxuriously Furnished 1 Bedroom Home,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
265,"OFFER! 50% OFF! Book me, I've got Marina views",YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
266,Captivating Studio At Blue Wave Tower Dubailand by Deluxe Holiday Homes,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
267,"Rare Holiday Homes offers Stunning studio in Damac Hills, Golf Course Community - Carson Tower A R3110",NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
268,Serene 1BR at Hameni Tower JVC by Deluxe Holiday Homes,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
269,Snug Studio at Sky Gardens DIFC by Deluxe Holiday Homes,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
270,Sunny Studio at Azizi Samia Jebel Ali by Deluxe Holiday Homes,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
271,Best Closed Partition Room in Al Barsha-1 Near MOE Metro,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
272,1 and Half bedroom Apartment,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
273,Primestay - Le Pont 3 2BR in Port de La Mer,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
274,Fresh 2BR at Mudon Views 4 Dubailand by Deluxe Holiday Homes,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
275,Vacay Lettings - 1BHK convertible to 2BHK in Business Bay II,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
276,Luxury apartment Stunning views,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
277,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
278,Luxury 1 Bedroom Apartment at DAMAC Celestia by Deluxe Holiday Homes,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
279,360 Vacation - Studio at DAMAC Maison Cour Jardin,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
280,LUXFolio Retreats Bloom Mint Green,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
281,Rare Holiday Homes - Studio in Crescent Tower Pool Facing near City Centre Mall in IMPZ - CTA 1004,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
282,Studio w amazing skyscraper view in Elite Residence 1 Downtown,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
283,"Restful 3BR Townhouse at DAMAC Hills 2, Dubailand by Deluxe Holiday Homes",YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
284,Dream House Hostel G06 P 01,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
285,Brand New Studio in Dubai Sports City,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
286,GuestReady - Modern and tastefully furnished apartment in Business Bay!,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
287,Captivating 3BR Townhouse at DAMAC Hills 2 Dubailand By Deluxe Holiday Homes,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
288,Luxurious Partition Room in Tecom Near Internet City Metro Station,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
289,Stunning 1 BR flat in Marina,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
290,NETIZEN HOMES Marina Crown one bedroom apartment,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
291,Luxe Waterfront Oasis the Palm,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
292,"Primestay - Sobha Waves 2BR, Al Meydan",YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
293,JRR Stays - Bloom Tower B607 - Jumeirah Village Circle - Dubai JVC,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
294,Urban 1BR at DAMAC Celestia B Dubai South by Deluxe Holiday Homes,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
295,GuestReady - Modern Apt for 4pax in Town Square,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
296,High Floor 2 Bedroom With Magnificent Sea View & The Park,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
297,Urban Studio at DAMAC Celestia B Dubai South by Deluxe Holiday Homes,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
298,Cosily Furnished 1 Bedroom Apartment Torch Tower,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
299,"SHH - Furnished Studio Apartment, Lincoln Park B, Arjan",YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
300,Marina stunning 1-Bedroom apt,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
301,Beautiful Chic 1 Bedroom in Business Bay - Amna Tower,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
302,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
303,Mirdif Hills Furnished Studio by EasyGo,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
304,Executive Studio in Dubai Science Park,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
305,KeyOne - Studio in Virdis Tower,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
306,Rare Holiday Homes offers 3 bedroom Town House in Serena Community,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
307,Family Staycation along Marina,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
308,"Key View - Lake City Tower, JLT, Cluster D",NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
309,Letstay - Charming Retreat with Balcony and Desert Views,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
310,French Riviera Styled Waterfront Flat in Jumeirah,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
311,Trendy Studio at MAG 555 Dubai South by Deluxe Holiday Homes,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
312,Frank Porter - 15 Northside Tower 2A,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
313,"SHH - Furnished Studio Apartment in Azizi Farishta, Al Furjan",YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
314,JRR Stays - Bloom Tower B611 Pool View - Jumeirah Village Circle - Dubai JVC,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
315,"Madinat Jumeirah Living, MJL Dubai",NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
316,AYA Boutique - Beach View in this 1BR Apartment in Dubai Marina,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
317,LUXFolio Retreats - Prime Waterfront Living,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
318,Frank Porter - Suburbia,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
319,"Spacious,amazing villa with a beautiful blooming garden!",YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
320,Delightful gem in the heart of Dubai Marina by Suiteable Holiday Homes,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
321,HiGuests - Palm Beach Paradise Villa with Private Pool,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
322,"Rare Find Suite, Burj Khalifa View, Hotel Facilities",YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
323,FAM Living - Wake up to Marina Views - 1Bed in Cayan Tower,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
324,STUDIO IN JVC,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
325,Dream Inn Apartments - Park Towers DIFC,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
326,On the Beach Newly Furnished Luxurious Apartment,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
327,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
328,Primestay - 2020 Marquis in Al Barsha South,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
329,Cheerful Studio at Belgravia Tower JVC by Deluxe Holiday homes,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
330,Silkhaus newly furnished 1BDR in Downtown heart,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
331,GuestReady - Overlooking Dubai Miracle Garden,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
332,Downtown-High Floor mesmerizing Fountain view 2BR chic APT,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
333,HomesGetaway Cozy Studio in Marquise Sqare Business Bay,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
334,Charming & Cozy 1-BHK Apartment,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
335,Luxury Furnished Apartment In Goldcrest Views Jlt,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
336,Classic 1BR at MAG 510 Dubai South by Deluxe Holiday Homes,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
337,Studio Apartment in Businessbay - Dubai Canal View,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
338,"Keysplease Beachside Studio Minutes to The Walk, Murjan 2 61B JBR",NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
339,Luxurious Independent Villa in Al Quoz 1,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
340,"RH- Spacious, Stylish, 01BR near Mall of Emirates",YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
341,Luxury residence in 5 star hotel,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
342,GuestReady - Natural Shades in Sports City,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
343,"Royal Oceanic 1, Dubai Marina - Vacationer",YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
344,Sophisticated 2BR in Unbeatable Downtown Location,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
345,GuestReady - Sobha Urban Retreat,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
346,Timeless 1BR at The Address Residences in JBR by Deluxe Holiday Homes,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
347,Elite LUX Holiday Homes - Modern 1BR Resort Amenities in Production City Dubai,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
348,Exquisite 1BR at The Address Residences Dubai Marina by Deluxe Holiday Homes,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
349,Frank Porter - Bay Central,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
350,RARE Holiday Homes Welcomes you in Studio Apartment Next to Mall - Lago Vista A-R1503 IMPZ,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
351,Silkhaus just furnished 1BDR in JBR near the beach,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
352,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
353,Zingo - 7001R5 - Private Room at Dubai Marina with premium amenities,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
354,Apartment in Dubai Marina,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
355,Silkhaus spacious studio in JVC with modern furniture,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
356,Spacious Studio with Lake Views - JLT,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
357,"1 Minute To Private Beach, Modern 1-BDR at Emaar Beachfront by Smart Holiday Homes",NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
358,Modern 1bdr - 10min from Burj Khalifa - Sobha Waves,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
359,Stylish Cozy Studio in Jvt,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
360,"151 Residences Studios, Jumeirah Garden City, Sheikh Zayed Rd 713",YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
361,Vacay Lettings - Silicon Oasis Budget Friendly Studio,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
362,50% DISCOUNT GIVEN. Perfect apartment & Burj views,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
363,Lake View All Bills Included Fully furnished,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
364,Luxurious 2BD Flat next to Burj Khalifa,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
365,Charming Studio at Sky Gardens DIFC by Deluxe Holiday Homes,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
366,GuestReady - Velvet Clouds in Business Bay,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
367,Great 1BR Apartment in Sport City,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
368,Trophy - Urban Serenity Suite,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
369,"Stunning, Upgraded 2-BR Apartment in Lamtara 2 MJL Burj Al Arab View",NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
370,Seaside serenity Stylish Marine-Themed Apartment,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
371,Elegant 2-BR Ritzy Retreat Steps from Burj Khalifa,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
372,Opulent 3BR Townhouse at DAMAC Hills 2 Dubailand by Deluxe Holiday Homes,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
373,Full Palm and Ocean Views High Floor Avani 1 Bed!,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
374,Charming Studio at Azizi Aura Residences Downtown Jebel Ali by Deluxe Holiday Homes,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
375,Cozy Studio in Azizi - Creek Views (Farhad),NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
376,One bed apartment,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
377,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
378,Exceptional Furnished Studio,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
379,Key View - Qamar 4,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
380,Damac Reva,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
381,Immaculate Studio at DAMAC Celestia by Deluxe Holiday Homes,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
382,Burj Royale -1BHK - Downtown - Ezytrac Vacation Homes,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
383,NEW! Luxurious Loft with stunning views Dubai,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
384,"Upscale Apartment For Rent In Arch Tower, Jlt",YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
385,Boulevard Central - 1BR Apartment - Allsopp&Allsopp,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
386,Lush Studio in Business Bay Dubai by GP Holiday Homes,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
387,Exclusive Two Bedroom in Madison Residency,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
388,Tranquil 1BR at Marina Crown Dubai Marina by Deluxe Holiday Homes,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
389,Fabulous 2BR in Park Heights 2 - Dubai Hills,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
390,Silkhaus modern 1BDR in Downtown premium tower,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
391,Stunning n Fully equipped Studio in JVC,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
392,Modern 1-bedroom apartment for rent quite location,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
393,"Bahar 2, JBR - Vacationer",NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
394,Modern Studio with stunning view,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
395,Cozy Furnished Studio with Balcony near Metro - LAZ,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
396,Millennium Atria Studio,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
397,Posh 1BR at Al Sahab 2 Dubai Marina by Deluxe Holiday Homes,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
398,Luxury apartment in Marina Gate Jumeirah Living,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
399,Amazing OFFER 2BR Apt with balcony I Bonnington Hotel I JLT,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
400,Keysplease UNA Large Studio with Balcony Dubai,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
401,"Apartment perfectly located, direct Marina Walk",YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
402,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
403,Dar Vacation - Cozy & Stylish 1BDR Apartment,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
404,Budget Studio with Garden Views near Metro - KEN,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
405,Studio in Marquise Square,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
406,KeyOne - Studio in DAMAC Maison Privé 2,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
407,Tribal Paradise with Mesmerizing Burj Khalifa View,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
408,LUXUARY STUDIO APARTMENT,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
409,Brand new&spacious apartment near Miracle Garden,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
410,Promotional Price for Short stay Furnished 1 BHK,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
411,Lush Studio at DAMAC Privé Business Bay By Deluxe Holiday Homes,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
412,Modern 1BR/ Stella Maris/ Dubai Marina /by Rich Stay,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
413,MJ Studio,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
414,Brand New Apartment with Gym and Pool,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
415,Cosmopolitan 1BR at Vezul Residences Business Bay by Deluxe Holiday Homes,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
416,"Prime Location Business Baystylish,cozy 1-bd Apt",NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
417,"Cozy, Compact, Equipped Studio, 8 Mins From Metro",NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
418,STAY BY LATINEM Luxury Studio Holiday Home G61115 near Burj Khalifa,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
419,"50% DISCOUNT GIVEN. Book me, I'm by the marina",YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
420,"Place close to park, with space for work & ply 1br",YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
421,360 Vacation - 1BR Panoramic View Business Bay,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
422,Al-Satwa Central Bliss: Ideal for Families 2,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
423,Dome Holidays,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
424,Brand New and Stylish Furnished,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
425,Pleasant 1BR at Elite Residence Dubai Marina by Deluxe Holiday Homes,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
426,Spacious 1 Br with 2 Balcony,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
427,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
428,ALiving Supreme 1 bedroom at Bellevue Towers-1 Downtown Dubai,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
429,The Smart Concierge - Index tower,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
430,Stylish Studio Apartment in JVC with Contemporary,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
431,Stunning 2 bedroom apartment at Emaar Beach,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
432,GuestReady - Lux Aeterna in JBR,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
433,"Keyview - Sunrise Bay 2, Emaar Beachfront",YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
434,ALH Vacay - Luxurious 2 Bedroom in Marina Gate 2,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
435,The Smart Concierge - Mag 218,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
436,GuestReady - Chic interiors at Travo,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
437,Key View - Aura by Azizi Residence,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
438,Cozy Haven Studio,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
439,FULLY FURNISHED 2BR APARTMENT WITH MAIDS ROOM B411,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
440,Studio Apartment Damac Hills,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
441,"Elite Downtown Residence, Downtown - Vacationer",NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
442,Luxury & modern 2BR apartment near Burj Khalifa,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
443,Furnished 2BR - 5 mins to Tram - Near to Beach,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
444,Building 117,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
445,Primestay - District One Residences MBR,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
446,"New Age Vacation Homes - Studio in Goldcrest Executive, JLT",NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
447,Cozy & Quiet Studio,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
448,Two Bedroom Apartment in Town Square Zahra Apartment,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
449,Beautiful Studio - Fully Furnished & Equipped,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
450,Primestay - Carson A in Damac Hills,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
451,"Key View - Park Towers, DIFC",YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
452,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
453,Mira Holiday Homes - Serviced 3 bedroom townhouse,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
454,Brownstone Holiday Homes Paramount Towers,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
455,Cheerful 1BR at Collective Tower 2 Mohammed Bin Rashid City by Deluxe Holiday Homes,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
456,Mira Holiday Homes - Serviced 1 bedroom in La Mer,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
457,Fully Upgraded 1BD Large Terrace and Extra Sofa Bed,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
458,"Spacious Apartment with Full Marina View, 5 min from JBR Beach and Dubai Marina Mall",NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
459,Luxury Studio - IMPZ - Dubai Production City,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
460,Letstay - Cosmopolitan Business Bay Studio with Balcony,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
461,Key View - Goldcrest Views 2,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
462,"Keysplease Luxury 3 BR Burj Views, Direct Mall Access in Blvd Point Tower",YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
463,Splendid 2BR in Victoria Residency Al Furjan by Deluxe Holiday Homes,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
464,GuestReady - Posh Apartment with a Stunning Pool,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
465,"Furnished Studio, Close to all Amenties! - Resortz 11",NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
466,Golf Course View Studio on High Floor,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES
467,GuestReady - The Green Scape,YES,YES,NO,YES,NO,YES,NO,NO,NO,YES
468,KeyOne - 1BR in Grandeur Residences,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES
469,Rare Holiday Homes Ofering - Studio in Carson Tower B Golf Course View - Damac Hills R910,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES
470,Classy Studio with big facilities in JVC,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO
471,Sophisticated Business Bay Canal View by Suiteable,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO
