SNO,HOTEL NAME,ROOM TYPE ,SINGLE BED,DOUBLE BED,PRICES,,,,
286,GuestReady - Modern and tastefully furnished apartment in Business Bay!,Villas,NO,NO,6560,,,,
287,Captivating 3BR Townhouse at DAMAC Hills 2 Dubailand By Deluxe Holiday Homes,Holiday homes,NO,YES,2300,,,,
288,Luxurious Partition Room in Tecom Near Internet City Metro Station,Resorts,YES,YES,6500,,,,
289,Stunning 1 BR flat in Marina,Homestays,YES,YES,8600,,,,
290,NETIZEN HOMES Marina Crown one bedroom apartment,Guest houses,YES,YES,5200,,,,
291,Luxe Waterfront Oasis the Palm,Hostels,YES,NO,6500,,,,
292,"Primestay - Sobha Waves 2BR, Al Meydan",Boats,NO,NO,2300,,,,
293,JRR Stays - Bloom Tower B607 - Jumeirah Village Circle - Dubai JVC,Luxury tents,NO,YES,6500,,,,
294,Urban 1BR at DAMAC Celestia B Dubai South by Deluxe Holiday Homes,Bed and breakfasts,YES,YES,8600,,,,
295,GuestReady - Modern Apt for 4pax in Town Square,Campsites,YES,YES,5200,,,,
296,High Floor 2 Bedroom With Magnificent Sea View & The Park,Capsule hotels,YES,YES,6500,,,,
297,Urban Studio at DAMAC Celestia B Dubai South by Deluxe Holiday Homes,Homestays,YES,NO,2300,,,,
298,Cosily Furnished 1 Bedroom Apartment Torch Tower,Guest houses,NO,NO,6500,,,,
299,"SHH - Furnished Studio Apartment, Lincoln Park B, Arjan",Hostels,NO,YES,8600,,,,
300,Marina stunning 1-Bedroom apt,Boats,YES,YES,5200,,,,
301,Beautiful Chic 1 Bedroom in Business Bay - Amna Tower,Luxury tents,YES,YES,6500,,,,
302,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",Bed and breakfasts,YES,YES,2300,,,,
303,Mirdif Hills Furnished Studio by EasyGo,Campsites,YES,NO,6500,,,,
304,Executive Studio in Dubai Science Park,Capsule hotels,NO,NO,8600,,,,
305,KeyOne - Studio in Virdis Tower,Boats,NO,YES,5000,,,,
306,Rare Holiday Homes offers 3 bedroom Town House in Serena Community,Luxury tents,YES,YES,2540,,,,
307,Family Staycation along Marina,Bed and breakfasts,YES,YES,6560,,,,
308,"Key View - Lake City Tower, JLT, Cluster D",Campsites,YES,YES,8600,,,,
309,Letstay - Charming Retreat with Balcony and Desert Views,Capsule hotels,YES,NO,5000,,,,
310,French Riviera Styled Waterfront Flat in Jumeirah,Homestays,NO,NO,2540,,,,
311,Trendy Studio at MAG 555 Dubai South by Deluxe Holiday Homes,Guest houses,NO,YES,6560,,,,
312,Frank Porter - 15 Northside Tower 2A,Hostels,YES,YES,6500,,,,
313,"SHH - Furnished Studio Apartment in Azizi Farishta, Al Furjan",Boats,YES,YES,8600,,,,
314,JRR Stays - Bloom Tower B611 Pool View - Jumeirah Village Circle - Dubai JVC,Luxury tents,YES,YES,5200,,,,
315,"Madinat Jumeirah Living, MJL Dubai",Bed and breakfasts,YES,NO,6500,,,,
316,AYA Boutique - Beach View in this 1BR Apartment in Dubai Marina,Campsites,NO,NO,2300,,,,
317,LUXFolio Retreats - Prime Waterfront Living,Capsule hotels,NO,YES,6500,,,,
318,Frank Porter - Suburbia,Villas,YES,YES,8600,,,,
319,"Spacious,amazing villa with a beautiful blooming garden!",Holiday homes,YES,YES,5200,,,,
320,Delightful gem in the heart of Dubai Marina by Suiteable Holiday Homes,Resorts,YES,YES,6500,,,,
321,HiGuests - Palm Beach Paradise Villa with Private Pool,Homestays,YES,NO,2300,,,,
322,"Rare Find Suite, Burj Khalifa View, Hotel Facilities",Guest houses,NO,NO,6500,,,,
323,FAM Living - Wake up to Marina Views - 1Bed in Cayan Tower,Hostels,NO,YES,8600,,,,
324,STUDIO IN JVC,Boats,YES,YES,5200,,,,
325,Dream Inn Apartments - Park Towers DIFC,Luxury tents,YES,YES,6500,,,,
326,On the Beach Newly Furnished Luxurious Apartment,Bed and breakfasts,YES,YES,2300,,,,
327,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",Campsites,YES,NO,6500,,,,
328,Primestay - 2020 Marquis in Al Barsha South,Capsule hotels,NO,NO,8600,,,,
329,Cheerful Studio at Belgravia Tower JVC by Deluxe Holiday homes,Homestays,NO,YES,5200,,,,
330,Silkhaus newly furnished 1BDR in Downtown heart,Guest houses,YES,YES,6500,,,,
331,GuestReady - Overlooking Dubai Miracle Garden,Hostels,YES,YES,2300,,,,
332,Downtown-High Floor mesmerizing Fountain view 2BR chic APT,Boats,YES,YES,6500,,,,
333,HomesGetaway Cozy Studio in Marquise Sqare Business Bay,Luxury tents,YES,NO,8600,,,,
334,Charming & Cozy 1-BHK Apartment,Bed and breakfasts,NO,NO,5000,,,,
335,Luxury Furnished Apartment In Goldcrest Views Jlt,Campsites,NO,YES,2540,,,,
336,Classic 1BR at MAG 510 Dubai South by Deluxe Holiday Homes,Capsule hotels,YES,YES,6560,,,,
337,Studio Apartment in Businessbay - Dubai Canal View,Capsule hotels,YES,YES,2300,,,,
338,"Keysplease Beachside Studio Minutes to The Walk, Murjan 2 61B JBR",Homestays,YES,YES,6500,,,,
339,Luxurious Independent Villa in Al Quoz 1,Guest houses,YES,NO,8600,,,,
340,"RH- Spacious, Stylish, 01BR near Mall of Emirates",Hostels,NO,NO,5200,,,,
341,Luxury residence in 5 star hotel,Boats,NO,YES,6500,,,,
342,GuestReady - Natural Shades in Sports City,Luxury tents,YES,YES,2300,,,,
343,"Royal Oceanic 1, Dubai Marina - Vacationer",Bed and breakfasts,YES,YES,6500,,,,
344,Sophisticated 2BR in Unbeatable Downtown Location,Campsites,YES,YES,8600,,,,
345,GuestReady - Sobha Urban Retreat,Capsule hotels,YES,NO,5200,,,,
346,Timeless 1BR at The Address Residences in JBR by Deluxe Holiday Homes,Villas,NO,NO,6500,,,,
347,Elite LUX Holiday Homes - Modern 1BR Resort Amenities in Production City Dubai,Holiday homes,NO,YES,2300,,,,
348,Exquisite 1BR at The Address Residences Dubai Marina by Deluxe Holiday Homes,Resorts,YES,YES,6500,,,,
349,Frank Porter - Bay Central,Homestays,YES,YES,8600,,,,
350,RARE Holiday Homes Welcomes you in Studio Apartment Next to Mall - Lago Vista A-R1503 IMPZ,Guest houses,YES,YES,5200,,,,
351,Silkhaus just furnished 1BDR in JBR near the beach,Hostels,YES,NO,6500,,,,
352,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",Boats,NO,NO,2300,,,,
353,Zingo - 7001R5 - Private Room at Dubai Marina with premium amenities,Luxury tents,NO,YES,6500,,,,
354,Apartment in Dubai Marina,Bed and breakfasts,YES,YES,8600,,,,
355,Silkhaus spacious studio in JVC with modern furniture,Campsites,YES,YES,5000,,,,
356,Spacious Studio with Lake Views - JLT,Capsule hotels,YES,YES,2540,,,,
357,"1 Minute To Private Beach, Modern 1-BDR at Emaar Beachfront by Smart Holiday Homes",Homestays,YES,NO,6560,,,,
358,Modern 1bdr - 10min from Burj Khalifa - Sobha Waves,Guest houses,NO,NO,6500,,,,
359,Stylish Cozy Studio in Jvt,Hostels,NO,YES,8600,,,,
360,"151 Residences Studios, Jumeirah Garden City, Sheikh Zayed Rd 713",Boats,YES,YES,5200,,,,
361,Vacay Lettings - Silicon Oasis Budget Friendly Studio,Luxury tents,YES,YES,6500,,,,
362,50% DISCOUNT GIVEN. Perfect apartment & Burj views,Bed and breakfasts,YES,YES,2300,,,,
363,Lake View All Bills Included Fully furnished,Campsites,YES,NO,6500,,,,
364,Luxurious 2BD Flat next to Burj Khalifa,Capsule hotels,NO,NO,8600,,,,
365,Charming Studio at Sky Gardens DIFC by Deluxe Holiday Homes,Boats,NO,YES,5000,,,,
366,GuestReady - Velvet Clouds in Business Bay,Luxury tents,YES,YES,2540,,,,
367,Great 1BR Apartment in Sport City,Bed and breakfasts,YES,YES,6560,,,,
368,Trophy - Urban Serenity Suite,Campsites,YES,YES,2300,,,,
369,"Stunning, Upgraded 2-BR Apartment in Lamtara 2 MJL Burj Al Arab View",Capsule hotels,YES,NO,6500,,,,
370,Seaside serenity Stylish Marine-Themed Apartment,Homestays,NO,NO,8600,,,,
371,Elegant 2-BR Ritzy Retreat Steps from Burj Khalifa,Guest houses,NO,YES,5200,,,,
372,Opulent 3BR Townhouse at DAMAC Hills 2 Dubailand by Deluxe Holiday Homes,Hostels,YES,YES,6500,,,,
373,Full Palm and Ocean Views High Floor Avani 1 Bed!,Boats,YES,YES,2300,,,,
374,Charming Studio at Azizi Aura Residences Downtown Jebel Ali by Deluxe Holiday Homes,Luxury tents,YES,YES,6500,,,,
375,Cozy Studio in Azizi - Creek Views (Farhad),Bed and breakfasts,YES,NO,8600,,,,
376,One bed apartment,Campsites,NO,NO,5200,,,,
377,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",Capsule hotels,NO,YES,6500,,,,
378,Exceptional Furnished Studio,Villas,YES,YES,2300,,,,
379,Key View - Qamar 4,Holiday homes,YES,YES,6500,,,,
380,Damac Reva,Resorts,YES,YES,8600,,,,
381,Immaculate Studio at DAMAC Celestia by Deluxe Holiday Homes,Homestays,YES,NO,5200,,,,
382,Burj Royale -1BHK - Downtown - Ezytrac Vacation Homes,Guest houses,NO,NO,6500,,,,
383,NEW! Luxurious Loft with stunning views Dubai,Hostels,NO,YES,2300,,,,
384,"Upscale Apartment For Rent In Arch Tower, Jlt",Boats,YES,YES,6500,,,,
385,Boulevard Central - 1BR Apartment - Allsopp&Allsopp,Luxury tents,YES,YES,8600,,,,
386,Lush Studio in Business Bay Dubai by GP Holiday Homes,Bed and breakfasts,YES,YES,5000,,,,
387,Exclusive Two Bedroom in Madison Residency,Campsites,YES,NO,2540,,,,
388,Tranquil 1BR at Marina Crown Dubai Marina by Deluxe Holiday Homes,Capsule hotels,NO,NO,6560,,,,
389,Fabulous 2BR in Park Heights 2 - Dubai Hills,Homestays,NO,YES,6500,,,,
390,Silkhaus modern 1BDR in Downtown premium tower,Guest houses,YES,YES,8600,,,,
391,Stunning n Fully equipped Studio in JVC,Hostels,YES,YES,5200,,,,
392,Modern 1-bedroom apartment for rent quite location,Boats,YES,YES,6500,,,,
393,"Bahar 2, JBR - Vacationer",Luxury tents,YES,NO,2300,,,,
394,Modern Studio with stunning view,Bed and breakfasts,NO,NO,6500,,,,
395,Cozy Furnished Studio with Balcony near Metro - LAZ,Campsites,NO,YES,8600,,,,
396,Millennium Atria Studio,Capsule hotels,YES,YES,5200,,,,
397,Posh 1BR at Al Sahab 2 Dubai Marina by Deluxe Holiday Homes,Apartments,YES,YES,6500,,,,
398,Luxury apartment in Marina Gate Jumeirah Living,Hotels,YES,YES,2300,,,,
399,Amazing OFFER 2BR Apt with balcony I Bonnington Hotel I JLT,Villas,YES,NO,6500,,,,
400,Keysplease UNA Large Studio with Balcony Dubai,Holiday homes,NO,NO,8600,,,,
401,"Apartment perfectly located, direct Marina Walk",Resorts,NO,YES,5200,,,,
402,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",Homestays,YES,YES,6500,,,,
403,Dar Vacation - Cozy & Stylish 1BDR Apartment,Guest houses,YES,YES,2300,,,,
404,Budget Studio with Garden Views near Metro - KEN,Hostels,YES,YES,6500,,,,
405,Studio in Marquise Square,Boats,YES,NO,8600,,,,
406,KeyOne - Studio in DAMAC Maison Privé 2,Luxury tents,NO,NO,5200,,,,
407,Tribal Paradise with Mesmerizing Burj Khalifa View,Bed and breakfasts,NO,YES,6500,,,,
408,LUXUARY STUDIO APARTMENT,Campsites,YES,YES,2300,,,,
409,Brand new&spacious apartment near Miracle Garden,Capsule hotels,YES,YES,6500,,,,
410,Promotional Price for Short stay Furnished 1 BHK,Homestays,YES,YES,8600,,,,
411,Lush Studio at DAMAC Privé Business Bay By Deluxe Holiday Homes,Guest houses,YES,NO,5000,,,,
412,Modern 1BR/ Stella Maris/ Dubai Marina /by Rich Stay,Hostels,NO,NO,2540,,,,
413,MJ Studio,Boats,NO,YES,6560,,,,
414,Brand New Apartment with Gym and Pool,Luxury tents,YES,YES,2300,,,,
415,Cosmopolitan 1BR at Vezul Residences Business Bay by Deluxe Holiday Homes,Bed and breakfasts,YES,YES,6500,,,,
416,"Prime Location Business Baystylish,cozy 1-bd Apt",Campsites,YES,YES,8600,,,,
417,"Cozy, Compact, Equipped Studio, 8 Mins From Metro",Capsule hotels,YES,NO,5200,,,,
418,STAY BY LATINEM Luxury Studio Holiday Home G61115 near Burj Khalifa,Villas,NO,NO,6500,,,,
419,"50% DISCOUNT GIVEN. Book me, I'm by the marina",Holiday homes,NO,YES,2300,,,,
420,"Place close to park, with space for work & ply 1br",Resorts,YES,YES,6500,,,,
421,360 Vacation - 1BR Panoramic View Business Bay,Homestays,YES,YES,8600,,,,
422,Al-Satwa Central Bliss: Ideal for Families 2,Guest houses,YES,YES,5200,,,,
423,Dome Holidays,Hostels,YES,NO,6500,,,,
424,Brand New and Stylish Furnished,Boats,NO,NO,2300,,,,
425,Pleasant 1BR at Elite Residence Dubai Marina by Deluxe Holiday Homes,Luxury tents,NO,YES,6500,,,,
426,Spacious 1 Br with 2 Balcony,Bed and breakfasts,YES,YES,8600,,,,
427,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",Campsites,YES,YES,5200,,,,
428,ALiving Supreme 1 bedroom at Bellevue Towers-1 Downtown Dubai,Capsule hotels,YES,YES,6500,,,,
429,The Smart Concierge - Index tower,Homestays,YES,NO,2300,,,,
430,Stylish Studio Apartment in JVC with Contemporary,Guest houses,NO,NO,6500,,,,
431,Stunning 2 bedroom apartment at Emaar Beach,Hostels,NO,YES,8600,,,,
432,GuestReady - Lux Aeterna in JBR,Boats,YES,YES,5000,,,,
433,"Keyview - Sunrise Bay 2, Emaar Beachfront",Luxury tents,YES,YES,2540,,,,
434,ALH Vacay - Luxurious 2 Bedroom in Marina Gate 2,Bed and breakfasts,YES,YES,6560,,,,
435,The Smart Concierge - Mag 218,Campsites,YES,NO,8600,,,,
436,GuestReady - Chic interiors at Travo,Capsule hotels,NO,NO,5000,,,,
437,Key View - Aura by Azizi Residence,Boats,NO,YES,2540,,,,
438,Cozy Haven Studio,Luxury tents,YES,YES,6560,,,,
439,FULLY FURNISHED 2BR APARTMENT WITH MAIDS ROOM B411,Bed and breakfasts,YES,YES,6500,,,,
440,Studio Apartment Damac Hills,Campsites,YES,YES,8600,,,,
441,"Elite Downtown Residence, Downtown - Vacationer",Capsule hotels,YES,NO,5200,,,,
442,Luxury & modern 2BR apartment near Burj Khalifa,Homestays,NO,NO,6500,,,,
443,Furnished 2BR - 5 mins to Tram - Near to Beach,Guest houses,NO,YES,2300,,,,
444,Building 117,Hostels,YES,YES,6500,,,,
445,Primestay - District One Residences MBR,Boats,YES,YES,8600,,,,
446,"New Age Vacation Homes - Studio in Goldcrest Executive, JLT",Luxury tents,YES,YES,5200,,,,
447,Cozy & Quiet Studio,Bed and breakfasts,YES,NO,6500,,,,
448,Two Bedroom Apartment in Town Square Zahra Apartment,Campsites,NO,NO,2300,,,,
449,Beautiful Studio - Fully Furnished & Equipped,Capsule hotels,NO,YES,6500,,,,
450,Primestay - Carson A in Damac Hills,Villas,YES,YES,8600,,,,
451,"Key View - Park Towers, DIFC",Holiday homes,YES,YES,5200,,,,
452,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",Resorts,YES,YES,6500,,,,
453,Mira Holiday Homes - Serviced 3 bedroom townhouse,Homestays,YES,NO,2300,,,,
454,Brownstone Holiday Homes Paramount Towers,Guest houses,NO,NO,6500,,,,
455,Cheerful 1BR at Collective Tower 2 Mohammed Bin Rashid City by Deluxe Holiday Homes,Hostels,NO,YES,8600,,,,
456,Mira Holiday Homes - Serviced 1 bedroom in La Mer,Boats,YES,YES,5200,,,,
457,Fully Upgraded 1BD Large Terrace and Extra Sofa Bed,Luxury tents,YES,YES,6500,,,,
458,"Spacious Apartment with Full Marina View, 5 min from JBR Beach and Dubai Marina Mall",Bed and breakfasts,YES,YES,2300,,,,
459,Luxury Studio - IMPZ - Dubai Production City,Campsites,YES,NO,6500,,,,
460,Letstay - Cosmopolitan Business Bay Studio with Balcony,Capsule hotels,NO,NO,8600,,,,
461,Key View - Goldcrest Views 2,Homestays,NO,YES,5000,,,,
462,"Keysplease Luxury 3 BR Burj Views, Direct Mall Access in Blvd Point Tower",Guest houses,YES,YES,2540,,,,
463,Splendid 2BR in Victoria Residency Al Furjan by Deluxe Holiday Homes,Hostels,YES,YES,6560,,,,
464,GuestReady - Posh Apartment with a Stunning Pool,Boats,YES,YES,2300,,,,
465,"Furnished Studio, Close to all Amenties! - Resortz 11",Luxury tents,YES,NO,6500,,,,
466,Golf Course View Studio on High Floor,Bed and breakfasts,NO,NO,8600,,,,
467,GuestReady - The Green Scape,Campsites,NO,YES,5200,,,,
468,KeyOne - 1BR in Grandeur Residences,Capsule hotels,YES,YES,6500,,,,
469,Rare Holiday Homes Ofering - Studio in Carson Tower B Golf Course View - Damac Hills R910,Capsule hotels,YES,YES,2300,,,,
470,Classy Studio with big facilities in JVC,Homestays,YES,YES,6500,,,,
471,Sophisticated Business Bay Canal View by Suiteable,Guest houses,YES,NO,8600,,,,
472,Hometown Apartments - High Floor with Sea View 1 Bed Apt in Palm,Hostels,NO,NO,5200,,,,
473,Vibrant Studio at DEC Tower Dubai Marina by Deluxe Holiday Homes,Boats,NO,YES,6500,,,,
474,FAM Living - Al Hatimi Shoreline - Beachfront Getaway in Dubai,Luxury tents,YES,YES,2300,,,,
475,Lavish Studio Apartment in DAMAC Maison Prive,Bed and breakfasts,YES,YES,6500,,,,
476,Key View - Golf Vita A,Campsites,YES,YES,8600,,,,
477,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",Capsule hotels,YES,NO,5200,,,,
478,Rare Holiday Homes offer Exclusive Classy Studio Pool View in Botanica Tower JVC - R105,Villas,NO,NO,6500,,,,
479,Seven Palm Residences- luxury studio in the heart of the palm,Holiday homes,NO,YES,2300,,,,
480,VayK - Brand New One Bedroom With Canal View,Resorts,YES,YES,6500,,,,
481,Frank Porter - Panoramic Tower,Homestays,YES,YES,8600,,,,
482,Mira Holiday Homes - Newly 1 bedroom with balcony,Guest houses,YES,YES,5000,,,,
483,1BR Downtown Dubai suite with stunning views,Hostels,YES,NO,2540,,,,
484,New Arabian Apartment Al Furjan,Boats,NO,NO,6560,,,,
485,Key View - Address Marina,Luxury tents,NO,YES,6500,,,,
486,NEW! Luxury 2bedroom Spectacular Burj Views Dubai,Bed and breakfasts,YES,YES,8600,,,,
487,GuestReady - The Grand Princess near Marina Walk,Campsites,YES,YES,5200,,,,
488,La pearl Beach Hostel,Capsule hotels,YES,YES,6500,,,,
489,Luxury 1BHK in JVC with pool.,Homestays,YES,NO,2300,,,,
490,Bright & Spacious Studio Apt - Discovery Gardens,Guest houses,NO,NO,6500,,,,
491,Delightful Studio-Ghalia Tower,Hostels,NO,YES,8600,,,,
492,Burj Khalifa and Fountain view! Brand New 1BR,Boats,YES,YES,5000,,,,
493,Upscale 1BR at Marina Pinnacle Dubai Marina by Deluxe Holiday Homes,Luxury tents,YES,YES,2540,,,,
494,Luxe - 1 Bed and 1 Sofa bed in Reva Business Bay,Bed and breakfasts,YES,YES,6560,,,,
495,Superior Studio Balcony Park View JVC - Dubai,Campsites,YES,NO,2300,,,,
496,"Neat 1BR APT Fairways, The Views, Dubai",Capsule hotels,NO,NO,6500,,,,
497,ANW Vacation Homes - One bedroom apartment Afnan 4 Midtown Dubai Production City,Boats,NO,YES,8600,,,,
498,Brown Stone Holiday Homes Victory heights,Luxury tents,YES,YES,5200,,,,
499,Urban Caves - Stylish Condo Near Marina Walk With City Views,Bed and breakfasts,YES,YES,6500,,,,
500,Frank Porter - 15 Northside Tower 1,Campsites,YES,YES,2300,,,,
501,New 1 Bedroom Apartment with Pool in JLT,Capsule hotels,YES,NO,6500,,,,
502,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",Homestays,NO,NO,8600,,,,
503,Stella Stays Cozy Studio Dubai JVC Private Balcony,Guest houses,NO,YES,5200,,,,
504,Trophy - Cityscape Posh Suite,Hostels,YES,YES,6500,,,,
505,Stay Holiday Homes by Al Ghurair - Princess Tower - Marina - Dubai,Boats,YES,YES,2300,,,,
506,2BR Ultra Luxury Suite with Pool View,Luxury tents,YES,YES,6500,,,,
507,"Stufio flat DG085, Close to The Gardens Metro 6 min walkable",Bed and breakfasts,YES,NO,8600,,,,
508,Prime Stylish Studio with Marina Views,Campsites,NO,NO,5200,,,,
509,A beautifully fully furnished studio,Capsule hotels,NO,YES,6500,,,,
510,Charismatic 1BR at UNA Town Square Dubailand by Deluxe Holiday Homes,Villas,YES,YES,2300,,,,
511,KeyHost - Regent Court JVC - K420,Holiday homes,YES,YES,6500,,,,
512,Spacious New Studio Wpool - Gym,Resorts,YES,YES,8600,,,,
513,Vivid 2BR at Canal Residences West Dubai Sports City by Deluxe Holiday Homes,Homestays,YES,NO,5000,,,,
514,Prime Retreats @ Address Residence Opera By Emaar,Guest houses,NO,NO,2540,,,,
515,Vacay Lettings - 1BHK convertible to 2BHK in Business Bay,Hostels,NO,YES,6560,,,,
516,Budget Place,Boats,YES,YES,6500,,,,
517,Green place Elite Downtown Residence,Luxury tents,YES,YES,8600,,,,
518,Trophy - Urban Serenity Suite,Bed and breakfasts,YES,YES,5200,,,,
519,Al Maya,Campsites,YES,NO,6500,,,,
520,Promo Deal - Spacious Studio in Discover Gardens - IRN,Capsule hotels,NO,NO,2300,,,,
521,OFFER! 50% OFF! Lovely apartment that sleeps 8,Homestays,NO,YES,6500,,,,
522,Tanin - Breathtaking Panoramic Canal Views From Balcony,Guest houses,YES,YES,8600,,,,
523,GuestReady - Fantastic Apartment by Dubai Marina and Jumeirah Beach!,Hostels,YES,YES,5200,,,,
524,Upscale Studio at Sky Gardens DIFC by Deluxe Holiday Homes,Boats,YES,YES,6500,,,,
525,"Keysplease Fascinating Views 3 B/R Apt, Address Beach JBR",Luxury tents,YES,NO,2300,,,,
526,Brand New cozy studio in Elite Downtown Residence,Bed and breakfasts,NO,NO,6500,,,,
527,"Elegant Studio at Damac Celestia, Dubai south - Ezytrac vacation Homes",Campsites,NO,YES,8600,,,,
528,"Full lake view, near marina metro, late check in",Capsule hotels,YES,YES,5200,,,,
529,GuestReady - Contemporary Apartment in Downtown,Apartments,YES,YES,6500,,,,
530,Modernistic one bedroom flat in Dubai Marina,Hotels,YES,YES,2300,,,,
531,Luxe - Japandi 3 Bedroom at One Park Avenue,Villas,YES,NO,6500,,,,
532,Key View - Green Lakes Tower 1,Holiday homes,NO,NO,8600,,,,
533,JBR Marina View 2 Bedroom Full Apartment,Resorts,NO,YES,5200,,,,
534,Primestay - Sobha Waves 1BR plus Maids in Al Meydan,Homestays,YES,YES,6500,,,,
535,Exquisite Studio APT Remraam,Guest houses,YES,YES,2300,,,,
536,GuestReady - Phenomenal Apartment in the Heart of Dubai Hills,Hostels,YES,YES,6500,,,,
537,One Night Stay On Diamond Dust 77ft,Boats,YES,NO,8600,,,,
